Homestar Runner
Strong Bad
The Cheat
Strong Mad
Strong Sad
Pom Pom
Marzipan
Coach Z
Bubs
The King of Town
The Poopsmith
Homsar
The Cleric
The Blacksmith
The Hornblower
The Knight
That Little Chef Guy
Mr. Bland
Señor
The Robot
The Fat Bee
The Grape Fairie
The Umpire
Dijjery Doo
The Homestar Runner (storybook)
Tiny-Handed Strong Bad
The Prince of Town
Marshie
Nibbles
Gel-arshie
Mount RidesPlace USA Mascots
The Jolly Dumple
Tragic Clown Dog
Videlectrix Mascot
Count Longardeaux
The Bug
Carnivorous Undead Sheep
Europa-pean Lobster
Fat Bluebird
Gavin
The Mountain Goat
Pazquel
The Turtle
Von Blaubloods
The Yello Dello
Animatronic Strong Bad
Belinda
Carol
Charlemagne
Crack in the Wall
Credenza
The Denzel
Doreauxgard
Drive-Thru Whale
F-Sack
Frank Bennedetto
The Geddup Noise
Grape-Nuts Robot
Homestar Jr.
Jibblies Painting
Humidibot
Hungry Shark
Imaginary Friends
Inflatable Pumpkin
Large Bean
Lord Quackingstick
Lotionman
Mrs. Bennedetto
New Paper
Painting of a Guy with a Big Knife
The Paper
Poodonkis
Pom Pom's Hypothetical Family
Santaman
The Stick
Stooly
Tony Stony
Trivia Time
Wagon Fulla Pancakes
Wormdingler
Bear Holding a Shark
Cinder Block
General Tso's Chicken
Stop Sign
Tire
Arturo 9000
Compé
Compy 386
Lappy 486
Tandy 400
Cardboard Homestar
Cardboard Marzipan
The Announcer
Atari Dragon
Bad Graphics Ghost
Balding Man
Biscuitdoughhandsman
Brundo the Decemberween Yak
Dolph Hauldhagen
Folly
General and Fraulein Pom Pom
The Goblin
Grandmaw Auntpaw
Lan Handermannek
Mancuso's Older Brother
Monkey D
Monte Negro
Mr. Poofers
Multi-Function Dragon
Nebulon
Sir Loodabert Comma
Old Man Rootbeer
Peacey P
Pom Pom's girls
The S is for Sucks Dragon
The Sad Kids
Senor Cardgage
Stave it Off Guy
Ted Averill
Tim Tom
Tom Servo
Tenerence Love
Videlectrix Guys
Visor Robot
