Like a Rolling Stone by Bob Dylan
Satisfaction by The Rolling Stones
Imagine by John Lennon
What's Going On by Marvin Gaye
Respect by Aretha Franklin
Good Vibrations by The Beach Boys
Johnny B. Goode by Chuck Berry
Hey Jude by The Beatles
Smells Like Teen Spirit by Nirvana
What'd I Say (Parts 1 And 2) by Ray Charles
My Generation by The Who
A Change Is Gonna Come by Sam Cooke
Yesterday by The Beatles
Blowin' in the Wind by Bob Dylan
London Calling by The Clash
I Want to Hold Your Hand by The Beatles
Purple Haze by Jimi Hendrix
Maybellene by Chuck Berry
Hound Dog by Elvis Presley
Let It Be by The Beatles
Born to Run by Bruce Springsteen
Be My Baby by The Ronettes
In My Life by The Beatles
People Get Ready by The Impressions
God Only Knows by The Beach Boys
A Day in the Life by The Beatles
Layla by Derek & The Dominos
(Sittin' On) the Dock of the Bay by Otis Redding
Help! by The Beatles
I Walk the Line by Johnny Cash
Stairway to Heaven by Led Zeppelin
Sympathy for the Devil by The Rolling Stones
River Deep - Mountain High by Tina Turner
You've Lost That Lovin' Feelin' by The Righteous Brothers
Light My Fire by The Doors
One by U2
No Woman No Cry by Bob Marley & The Wailers
Gimme Shelter by The Rolling Stones
That'll Be the Day by Buddy Holly
Dancing in the Street by Martha Reeves & The Vandellas
The Weight by The Band
Waterloo Sunset by The Kinks
Tutti-Frutti by Little Richard
Georgia on My Mind by Ray Charles
Heartbreak Hotel by Elvis Presley
Heroes by David Bowie
Bridge Over Troubled Water by Simon & Garfunkel
All Along the Watchtower by Jimi Hendrix
Hotel California by The Eagles
Tracks of My Tears by Smokey Robinson
The Message by Grandmaster Flash & Melle Mel
When Doves Cry by Prince
Anarchy in the U.K. by Sex Pistols
When a Man Loves a Woman by Percy Sledge
Louie Louie by The Kingsmen
Long Tall Sally by Little Richard
A Whiter Shade of Pale by Procol Harum
Billie Jean by Michael Jackson
The Times They Are A-Changin' by Bob Dylan
Let's Stay Together by Al Green
Whole Lotta Shakin' Going On by Jerry Lee Lewis
Bo Diddley by Bo Diddley
For What It's Worth (Stop, Hey What's That Sound) by Buffalo Springfield
She Loves You by The Beatles
Sunshine of Your Love by Cream
Redemption Song by Bob Marley & The Wailers
Jailhouse Rock by Elvis Presley
Tangled Up in Blue by Bob Dylan
Crying by Roy Orbison
Walk on By by Dionne Warwick
California Girls by The Beach Boys
Papa's Got a Brand New Bag Part 1 by James Brown
Summertime Blues by Eddie Cochran
Superstition by Stevie Wonder
Whole Lotta Love by Led Zeppelin
Strawberry Fields Forever by The Beatles
Mystery Train by Elvis Presley
I Got You by James Brown
Mr. Tambourine Man by The Byrds
I Heard It Through the Grapevine by Marvin Gaye
Blueberry Hill by Fats Domino
You Really Got Me by The Kinks
Norwegian Wood (This Bird Has Flown) by The Beatles
Every Breath You Take by The Police
Crazy by Patsy Cline
Thunder Road by Bruce Springsteen
Ring of Fire by Johnny Cash
My Girl by The Temptations
California Dreamin' by The Mamas & the Papas
In the Still of the Night by The Five Satins
Suspicious Minds by Elvis Presley
Blitzkrieg Bop by Ramones
I Still Haven't Found What I'm Looking For by U2
Good Golly Miss Molly by Little Richard
Blue Suede Shoes by Carl Perkins
Great Balls of Fire by Jerry Lee Lewis
Roll Over Beethoven by Chuck Berry
Love And Happiness by Al Green
Fortunate Son by Creedence Clearwater Revival
You Can't Always Get What You Want by The Rolling Stones
Voodoo Child by Jimi Hendrix
Be-Bop-A-Lula by Gene Vincent
Hot Stuff by Donna Summer
Living for the City by Stevie Wonder
The Boxer by Simon & Garfunkel
Mr. Tambourine Man by Bob Dylan
Not Fade Away by Buddy Holly
Little Red Corvette by Prince
Brown Eyed Girl by Van Morrison
I've Been Loving You Too Long (To Stop Now) by Otis Redding
I'm So Lonesome I Could Cry by Hank Williams
That's All Right by Elvis Presley
Up on the Roof by The Drifters
Da Doo Ron Ron by The Crystals
You Send Me by Sam Cooke
Honky Tonk Woman by The Rolling Stones
Take Me to the River by Al Green
Shout by The Isley Brothers
Go Your Own Way by Fleetwood Mac
I Want You Back by The Jackson 5
Stand by Me by Ben E. King
House of the Rising Sun by The Animals
It's a Man's Man's Man's World by James Brown
Jumpin' Jack Flash by The Rolling Stones
Will You Love Me Tomorrow by The Shirelles
Shake, Rattle And Roll by Big Joe Turner
Changes by David Bowie
Rock & Roll Music by Chuck Berry
Born to Be Wild by Steppenwolf
Maggie May by Rod Stewart
With or Without You by U2
Who Do You Love by Bo Diddley
Won't Get Fooled Again by The Who
In the Midnight Hour by Wilson Pickett
While My Guitar Gently Weeps by The Beatles
Your Song by Elton John
Eleanor Rigby by The Beatles
Family Affair by Sly & The Family Stone
I Saw Her Standing There by The Beatles
Kashmir by Led Zeppelin
All I Have to Do Is Dream by Everly Brothers
Please, Please, Please by James Brown
Purple Rain by Prince
I Wanna Be Sedated by Ramones
Everyday People by Sly & The Family Stone
Rock Lobster by The B-52's
Lust for Life by Iggy Pop
Me And Bobby McGee by Janis Joplin
Cathy's Clown by Everly Brothers
Eight Miles High by The Byrds
Earth Angel (Will You Be Mine) by The Penguins
Foxey Lady by Jimi Hendrix
A Hard Day's Night by The Beatles
Rave On by Buddy Holly
Proud Mary by Creedence Clearwater Revival
The Sounds of Silence by Simon & Garfunkel
I Only Have Eyes for You by The Flamingos
Rock Around the Clock by Bill Haley and His Comets
I'm Waiting for the Man by The Velvet Underground
Bring the Noise by Public Enemy
I Can't Stop Loving You by Ray Charles
Nothing Compares 2 U by Sinead O'Connor
Bohemian Rhapsody by Queen
Folsom Prison Blues by Johnny Cash
Fast Car by Tracy Chapman
Lose Yourself by Eminem
Let's Get It On by Marvin Gaye
Papa Was a Rollin' Stone by The Temptations
Losing My Religion by R.E.M.
Both Sides Now by Joni Mitchell
Dancing Queen by ABBA
Dream On by Aerosmith
God Save the Queen by Sex Pistols
Paint It Black by The Rolling Stones
I Fought the Law by The Bobby Fuller Four
Don't Worry Baby by The Beach Boys
Free Fallin' by Tom Petty and The Heartbreakers
September Gurls by Big Star
Love Will Tear Us Apart by Joy Division
Hey Ya! [Radio Mix] by OutKast
Green Onions by Booker T & The MG's
Save the Last Dance for Me by The Drifters
The Thrill Is Gone by B.B. King
Please Please Me by The Beatles
Desolation Row by Bob Dylan
I Never Loved a Man (The Way I Love You) by Aretha Franklin
Back in Black by AC/DC
Who'll Stop the Rain by Creedence Clearwater Revival
Stayin' Alive by Bee Gees
Knockin' on Heaven's Door by Bob Dylan
Free Bird by Lynyrd Skynyrd
Wichita Lineman by Glen Campbell
There Goes My Baby by The Drifters
Peggy Sue by Buddy Holly
Maybe by The Chantels
Sweet Child O' Mine by Guns N' Roses
Don't Be Cruel by Elvis Presley
Hey Joe by Jimi Hendrix
Flashlight by Parliament
Loser by Beck
Bizarre Love Triangle by New Order
Come Together by The Beatles
Positively 4th Street by Bob Dylan
Try a Little Tenderness by Otis Redding
Lean on Me by Bill Withers
Reach Out (I'll Be There) by Four Tops
Bye Bye Love by Everly Brothers
Gloria by Van Morrison with Them
In My Room by The Beach Boys
96 Tears by ? & The Mysterians
Caroline, No by The Beach Boys
1999 by Prince
Your Cheatin' Heart by Hank Williams
Rockin' in the Free World by Neil Young
Sh-Boom by The Chords
Do You Believe in Magic by The Lovin' Spoonful
Jolene by Dolly Parton
Boom Boom by John Lee Hooker
Spoonful by Howlin' Wolf
Walk Away Renee by The Left Banke
Walk on the Wild Side by Lou Reed
Oh, Pretty Woman by Roy Orbison
Dance to the Music by Sly & The Family Stone
Good Times by Chic
I'm Your Hoochie Coochie Man by Muddy Waters
Moondance by Van Morrison
Fire And Rain by James Taylor
Should I Stay or Should I Go? by The Clash
Mannish Boy by Muddy Waters
Just Like a Woman by Bob Dylan
Sexual Healing by Marvin Gaye
Only the Lonely (Know How I Feel) by Roy Orbison
We Gotta Get Out of This Place by The Animals
I'll Feel a Whole Lot Better by The Byrds
I've Got a Woman by Ray Charles
Everyday by Buddy Holly
Planet Rock by Afrika Bambaataa & Soulsonic Force
I Fall to Pieces by Patsy Cline
The Wanderer by Dion
Son of a Preacher Man by Dusty Springfield
Stand by Sly & The Family Stone
Rocket Man by Elton John
Love Shack by The B-52's
